code,product_name,brands,categories_en,labels_tags,countries_en,ingredients_text,additives_tags,greenwash_label,annotation_notes,image_front_url
31493060653,Organic Whole Grain Wheat English Muffins,Rudi's Organic Bakery,,,United States,"Water, organic whole wheat flour, organic wheat flour, organic agave syrup, organic barley malt, organic wheat gluten, yeast, organic high oleic sunflower/safflower oil, organic vinegar, sea salt, organic oat flour, organic cornmeal, cultured organic wheat starch, citric acid, natural enzymes, ascorbic acid.","en:e300,en:e330",Low,,https://images.openfoodfacts.org/images/products/003/149/306/0653/front_en.jpg
30684016974,"Organic Hot Salsa, Hot",Sage Valley,,,United States,"Organic diced tomatoes, organic onions, water, organic crushed tomatoes, organic jalapenos, organic garlic, organic cilantro, organic cider vinegar, sea salt, organic lime juice concentrate, organic cumin, organic black pepper, organic jalapeno powder.",,Low,,https://images.openfoodfacts.org/images/products/003/068/401/6974/front_en.jpg
37272089013,Naturally Brine Cured Country Gourmet Mixed Olives,Peloponnese,,,United States,"Green olives, black olives, water, red wine vinegar, concentrated grape juice, sea salt, extra-virgin olive oil, spice.",,Low,,https://images.openfoodfacts.org/images/products/003/727/208/9013/front_en.jpg
15400191067,Organic Mango Salsa,Natural Directions,,,United States,"Organic mangoes, organic tomato puree, organic tomatoes, organic onions, organic sugar, organic white vinegar, organic green peppers, organic mango flavor, organic jalapeno peppers, organic garlic puree (organic garlic, water), salt, organic cumin, organic black pepper, organic crushed red peppers, organic cilantro.",,Low,,https://images.openfoodfacts.org/images/products/001/540/019/1067/front_en.jpg
27328910019,"O' Brother That's Hot!, Organic Habanero Pepper Sauce",Arizona Pepper Products Co Inc,,,United States,"Organic ripened habanero peppers, organic red ripened jalapeno peppers,organic apple cider vinegar organic vinegar, salt.",,Low,,https://images.openfoodfacts.org/images/products/002/732/891/0019/front_en.jpg
15400190015,"Oats & Flax, Organic Instant Oatmeal",Natural Directions,,,United States,"Organic rolled oats, organic dehydrated cane juice solids, organic flaxseed, sea salt.",,Low,,https://images.openfoodfacts.org/images/products/001/540/019/0015/front_en.jpg
33776017712,Purely Better Buttery Spread,Smart Balance,,,United States,"Canola oil, water, palm oil, salt, pea protein, natural flavor, sunflower lecithin, lactic acid (to protect freshness), beta-carotene (color).","en:e160a,en:e160ai,en:e270,en:e322,en:e322i",Low,,https://images.openfoodfacts.org/images/products/003/377/601/7712/front_en.jpg
41268169429,Natural Sharp Cheddar Cheese,"Hannaford,  Hannaford Bros. Co.",,,United States,"Pasteurized part-skim milk, cheese culture, salt, enzymes and annatto (vegetable color), vitamin a palmitate.",en:e160b,Low,,https://images.openfoodfacts.org/images/products/004/126/816/9429/front_en.jpg
35826024732,Natural Colby Jack Cheese,"Food Lion,  Food Town Stores Inc.",,,United States,"Pasteurized milk, cheese culture, salt, enzymes and annatto (vegetable color).",en:e160b,Low,,https://images.openfoodfacts.org/images/products/003/582/602/4732/front_en.jpg
19646005065,Organic Chicken Broth,"Harmons Neighborhood Grocer,  Harmons Inc",,,United States,"Filtered water, organic chicken broth concentrate (organic free range chicken), sea salt, organic onion powder, organic cane sugar, yeast extract, organic flavor, organic garlic powder, organic turmeric.",,Low,,https://images.openfoodfacts.org/images/products/001/964/600/5065/front_en.jpg
13562002603,"Organic Chewy Granola Bars, Chocolate Chip",Annie's,,,United States,"Granola* (whole grain oats*, tapioca syrup*, cane sugar*, sunflower oil*, sea salt, vanilla extract*, baking soda), tapioca syrup*, semisweet chocolate chips* (cane sugar*, chocolate*, cocoa butter* , vanilla extract*), rice crisp* (rice*, cane sugar*, sa",,Low,,https://images.openfoodfacts.org/images/products/001/356/200/2603/front_en.jpg
39978038524,"Ivory Wheat, Organic Flour","Bob's Red Mill,  Bob's Red Mill Natural Foods  Inc.",,,United States,Organic whole grain hard white wheat.,,Low,,https://images.openfoodfacts.org/images/products/003/997/803/8524/front_en.jpg
26395780167,"Organic Aloe Water Beverage, Cucumber",Lily Of The Desert,,,United States,"Purified water, organic aloe vera juice, organic cane sugar, natural flavors, citric acid, organic stevia extract.",en:e330,Low,,https://images.openfoodfacts.org/images/products/002/639/578/0167/front_en.jpg
41000008641,"Sugar Sweetened Iced Tea Mix, Lemon Natural Flavor","Lipton,  Unilever",,,United States,"Cane sugar, citric acid (provides tartness), instant tea powder, silicon dioxide (prevents caking), maltodextrin, natural flavor, red 40.","en:e129,en:e330,en:e551",Medium,,https://images.openfoodfacts.org/images/products/004/100/000/8641/front_en.jpg
14821195555,Sugar Free Angel Food Cake,Hill & Valley,,,United States,"Water, maltitol*, wheat starch, enriched bleached flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), egg whites, polydextrose, leavening (sodium bicarbonate, sodium aluminum phosphate, monocalcium phosphate), natural and artificial flavors, guar gum, food starch-modified, salt, calcium propionate (preservative), maltodextrin, sorbic acid (preservative), sucralose.","en:e101,en:e101i,en:e1200,en:e200,en:e282,en:e341,en:e341i,en:e375,en:e412,en:e500,en:e500ii,en:e541,en:e955,en:e965,en:e965i",High,,https://images.openfoodfacts.org/images/products/001/482/119/5555/front_en.jpg
25317323000,"Organics, Chicken Sausage, Chicken & Apple",Applegate,,,United States,"Organic chicken***, organic dried apples, sodium lactate (from beets), contains less than 2% of the following: sea salt, organic apple juice concentrate, organic spices, organic garlic.",en:e325,Low,,https://images.openfoodfacts.org/images/products/002/531/732/3000/front_en.jpg
20662005830,Organics Olive Oil & Vinegar Dressing,"Newman's Own,  Newman's Own  Inc.",,,United States,"Organic vegetable oil (organic extra virgin olive oil, organic soybean oil), water, organic red wine vinegar, organic distilled vinegar, organic stoneground mustard (water, organic vinegar, organic mustard seed, salt, organic spices), organic onion puree,",,Low,,https://images.openfoodfacts.org/images/products/002/066/200/5830/front_en.jpg
460938714,100% Soja Protein Haselnuss,allfitnessfactory.de,"Dietary supplements,Bodybuilding supplements,Protein powders","en:vegetarian,en:vegan",Germany,"100% Soja-Protein-Isolat (_Soja_), Aroma, Süßstoff Natrium-Saccharin.",,Low,,https://images.openfoodfacts.org/images/products/000/046/093/8714/front_en.jpg
21908455594,"Organic Whole Grain Oat And Barley Cereal, Honey Nut O's","Cascadian Farm,  Small Planet Foods  Inc.",,,United States,"Whole grain oats*, whole grain barley*, sugar*, wheat starch*, malted barley extract*, honey*, sea salt, molasses*, calcium carbonate, oats*, malted barley*, natural almond flavor*. vitamin e (mixed tocopherols) added to preserve freshness.",en:e170,Medium,,https://images.openfoodfacts.org/images/products/002/190/845/5594/front_en.jpg
36800046252,Organic Black Beans,Full Circle,,,United States,"Prepared organic black beans, water, and sea salt.",,Low,,https://images.openfoodfacts.org/images/products/003/680/004/6252/front_en.jpg
41303008256,Natural Monterey Jack Cheese Shredded,Essential Everyday,,,United States,"Cultured pasteurized milk, salt, enzymes, anticake (potato starch, corn starch, powdered cellulose), natamycin (a natural mold inhibitor).","en:e235,en:e460,en:e460ii",Low,,https://images.openfoodfacts.org/images/products/004/130/300/8256/front_en.jpg
39217023021,Organic Multigrain With Flax Seeds Bread,Papa's,,,United States,"Water, organic whole wheat flour, organic wheat flour, organic grain mix (organic hard red wheat, organic rye, organic barley, organic spelt, organic soft white wheat, organic corn), organic flax seed, organic hard red wheat, organic cane sugar, organic oats, organic oat fiber, organic wheat gluten, wheat starch (organic wheat starch, organic whole wheat flour, lactic acid bacteria culture), sea salt, organic molasses, organic canola and/or organic soybean oil, yeast, organic sunflower lecithin and/or organic soy lecithin, organic dough conditioner (organic wheat gluten, organic wheat starch, organic sunflower lecithin and/or organic soy lecithin, ascorbic acid, sea salt, enzymes [plant based]), organic enzyme (organic cornstarch, organic soybean lecithin, enzymes [plant based], tri-calcium phosphate), citric acid (citric acid, carnauba wax).","en:e300,en:e322,en:e322i,en:e330,en:e341,en:e903",Low,,https://images.openfoodfacts.org/images/products/003/921/702/3021/front_en.jpg
36200223024,"Olive oil, basil and garlic tomato sauce ",Bertolli,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Basil-and-garlic-tomato-sauce","en:organic,en:usda-organic",United States,"ORGANIC TOMATO PUREE (WATER, ORGANIC TOMATO PASTE), ORGANIC DICED TOMATOES IN JUICE, ORGANIC EXTRA VIRGIN OLIVE OIL, ORGANIC ONIONS, ORGANIC SUGAR, SEA SALT, ORGANIC GARLIC, ORGANIC BASIL, ORGANIC BLACK PEPPER, ORGANIC OREGANO.",,Low,,https://images.openfoodfacts.org/images/products/003/620/022/3024/front_en.jpg
25484000292,Organic Cubed Super Firm Tofu,Nasoya,,,United States,"Water, organic whole soybeans, calcium sulfate, nigari (sea water extract).",en:e516,Low,,https://images.openfoodfacts.org/images/products/002/548/400/0292/front_en.jpg
41000072390,"Superfruit Green Tea, White Mangosteen Peach Flavor With Other Natural Flavor","Lipton,  Unilever",,,United States,"Green tea, natural flavor, soy lecithin, peach juice solids, concentrated mangosteen juice.","en:e322,en:e322i",Medium,,https://images.openfoodfacts.org/images/products/004/100/007/2390/front_en.jpg
23933653242,Euro Wholesome Grain Seeded Bread,Dierbergs Kitchen,,,United States,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, organic grain blend (yellow corn meal, hulled millet, rolled oats, barley flakes), organic whole wheat flour, molasses, honey, co","en:e101,en:e101i,en:e375",Low,,https://images.openfoodfacts.org/images/products/002/393/365/3242/front_en.jpg
36800336070,"Organic Pasta Sauce, Roasted Garlic",Full Circle,,,United States,"Organic tomato puree (water, organic tomato paste), organic diced tomatoes in juice, organic onions, organic carrot juice concentrate, organic roasted garlic, organic garlic, organic extra virgin olive oil, sea salt, organic basil, organic black pepper, organic oregano.",,Low,,https://images.openfoodfacts.org/images/products/003/680/033/6070/front_en.jpg
41415086081,Premium Marinara Pasta Sauce,Publix,,,United States,"Plum tomatoes in puree, tomato puree (water, tomato paste), fresh onions, imported olive oil, sugar, salt, garlic, soybean oil, spices, parsley, citric acid, natural flavor.",en:e330,Low,,https://images.openfoodfacts.org/images/products/004/141/508/6081/front_en.jpg
20500017094,"Florida's Choice, 100% Pure Juice Blends",Citrus Central Inc.,,,United States,"Filtered water, pineapple juice concentrate, apple juice concentrate, orange juice concentrate, natural flavors, ascorbic acid (vitamin c) and citric acid.","en:e300,en:e330",Low,,https://images.openfoodfacts.org/images/products/002/050/001/7094/front_en.jpg
24335304206,Organic Popcorn,Bearitos,,,United States,"Organic popcorn, organic expeller pressed canola and/or safflower and/or sunflower oil, salt.",,Low,,https://images.openfoodfacts.org/images/products/002/433/530/4206/front_en.jpg
11535505809,Organic Tomato Paste,Wild Harvest,,,United States,"Organic tomato paste, citric acid.",en:e330,Low,,https://images.openfoodfacts.org/images/products/001/153/550/5809/front_en.jpg
23923202092,"Organic Letter Of The Day Cookies, Very Vanilla","Earth's Best,  Seasame Workshop",,,United States,"Organic wheat flour, organic evaporated cane syrup, organic palm oil, organic molasses, leavening (sodium bicarbonate, ammonium bicarbonate, monocalcium phosphate), natural vanilla flavor with other natural flavors, sea salt, natural butter flavor, vitamins & minerals (ferric orthophosphate, niacinamide, zinc oxide, cyanocobalamin, maltodextrin, folic acid, thiamine mononitrate, pyridoxine hydrochloride, riboflavin),","en:e101,en:e101i,en:e341,en:e341i,en:e500,en:e500ii",Medium,,https://images.openfoodfacts.org/images/products/002/392/320/2092/front_en.jpg
22506003873,Organic Mayonnaise With Extra Virgin Olive Oil,Spectrum Naturals,,,United States,"Organic expeller pressed soy and/or canola oil, organic whole eggs, organic egg yolks, organic extra virgin olive oil, filtered water, organic honey, organic distilled vinegar, sea salt, organic mustard (organic distilled vinegar, water, organic mustard seed, salt, organic spices), organic lemon juice concentrate.",,Low,,https://images.openfoodfacts.org/images/products/002/250/600/3873/front_en.jpg
22506677890,Organic Ground Premium Flaxseed Dietary Supplement,Spectrum,,,United States,Organic cold milled ground flaxseed.,,Low,,https://images.openfoodfacts.org/images/products/002/250/667/7890/front_en.jpg
21908455525,Organic Hearty Morning Fiber Cereal,"Cascadian Farm,  Small Planet Foods  Inc.",,,United States,"Whole grain wheat*, whole grain oats*, cane sugar*, rice*, wheat bran*, oat fiber*, sunflower oil*, honey*, sea salt, invert cane syrup*, molasses*, vanilla extract*. vitamin e (mixed tocopherols) added to preserve freshness.",,Medium,,https://images.openfoodfacts.org/images/products/002/190/845/5525/front_en.jpg
11150734769,"Organic Almonds, Dark Chocolate",Simply Roundy's,,,United States,"Organic dark chocolate coating (organic sugar, organic dried cane syrup, organic chocolate liquor, organic cocoa butter, organic soy lecithin [emulsifier], organic vanilla), organic almonds, water, organic maltodextrin, organic sugar.","en:e322,en:e322i",Medium,,https://images.openfoodfacts.org/images/products/001/115/073/4769/front_en.jpg
30568115298,"Ginger Chews, Organic Chewy Candies",Goorganic,,,United States,"Organic brown rice syrup, organic evaporated cane syrup, organic palm shortening, natural flavor, organic rice extract and organic cayenne pepper powder.",,Low,,https://images.openfoodfacts.org/images/products/003/056/811/5298/front_en.jpg
36800012059,Organic Crispy Cinnamon Crunch Cereal,"Full Circle Market,  Topco Associates  Inc.",,,United States,"Organic whole grain wheat, organic cane sugar, organic whole grain brown rice, organic oat hull fiber, organic cinnamon, sea salt, calcium carbonate, tocopherols (antioxidants to maintain freshness).","en:e170,en:e307c",Medium,,https://images.openfoodfacts.org/images/products/003/680/001/2059/front_en.jpg
41190460373,Shredded Cheddar Natural Cheese,Wakefern Food Corp.,,,United States,"Pasteurized milk, cheese culture, salt, enzymes and annatto (vegetable color), potato starch, corn starch and calcium sulfate added to prevent caking. natamycin (a natural mold inhibitor).","en:e160b,en:e235",Low,,https://images.openfoodfacts.org/images/products/004/119/046/0373/front_en.jpg
18894123262,Apple Sauce,Big Y,,,United States,"Apples, high fructose corn syrup, corn syrup, water, ascorbic acid (to maintain color).",en:e300,Low,,https://images.openfoodfacts.org/images/products/001/889/412/3262/front_en.jpg
31142526752,All Natural Romano Cheese,Belgioioso,,,United States,"Crafted from cultured milk, enzymes salt.",,Low,,https://images.openfoodfacts.org/images/products/003/114/252/6752/front_en.jpg
36800418226,Iced Tea Mix,Topco Associates  Inc.,,,United States,"Sugar, citric acid, instant tea, caramel color, natural lemon flavor with other natural flavors, artificial color (red 40).","en:e129,en:e150a,en:e330",Low,,https://images.openfoodfacts.org/images/products/003/680/041/8226/front_en.jpg
31142001334,"Scamorza - Rella, Natural Fresh Mozzarella Cheese","Bel Gioioso,  Belgioioso Cheese  Inc.",,,United States,"Cultured pasteurized milk, enzymes, slat.",,Medium,,https://images.openfoodfacts.org/images/products/003/114/200/1334/front_en.jpg
22655829263,"Natural Inspiration, Dinner Sized Turkey Meatballs",Butterball,,,United States,"Ground turkey, breadcrumbs (wheat flour, salt, yeast, soybean oil), water, contains less than 2% of salt, sugar, maltodextrin, whey powder, spices, romano cheese pasteurized part skim-milk, cheese cultures, salt, enzymes), parmesan cheese (part-skim milk, cheese culture, salt (enzymes), dextrose, onion powder, garlic powder, parsley, natural flavors, spice extractives, vinegar.",,Medium,,https://images.openfoodfacts.org/images/products/002/265/582/9263/front_en.jpg
12000012730,"Diet Iced Tea, Lemon Flavor With Other Natural Flavors","Lipton,  Unilever",,,United States,"Water, citric acid, black tea, sodium hexametaphosphate (to protect flavor), natural flavor, phosphoric acid, potassium sorbate (preserves freshness), potassium benzoate (preserves freshness), sucralose, citrus pectin, acesulfame potassium , calcium disod","en:e202,en:e212,en:e330,en:e338,en:e440,en:e440i,en:e950,en:e955",Medium,,https://images.openfoodfacts.org/images/products/001/200/001/2730/front_en.jpg
37600132831,"Natural Choice, Deli Roast Beef",Hormel,,,United States,"**solution ingredients: water, salt, turbinado sugar, baking soda, natural flavoring",,Low,,https://images.openfoodfacts.org/images/products/003/760/013/2831/front_en.jpg
31506330278,Turkey Breast,"Dietz & Watson,  Dietz & Watson Inc.",,,United States,"Turkey breast, water, contains less than 2% of sea salt, organic sugar, potassium lactate, sodium phosphate, potassium chloride, sodium diacetate.","en:e262,en:e262ii,en:e326,en:e339,en:e508",Low,,https://images.openfoodfacts.org/images/products/003/150/633/0278/front_en.jpg
13562000869,Organic Snack Mix,Annie's,,,United States,"Organic wheat flour, organic expeller-pressed vegetable oil (organic sunflower oil, organic canola oil), salt, organic cane sugar, organic cheddar cheese (pasteurized organic milk, cheese cultures, sea salt, enzymes), organic cream, organic yeast, organic",,Low,,https://images.openfoodfacts.org/images/products/001/356/200/0869/front_en.jpg
11194365349,"S & W, Crushed Tomatoes With Oregano & Basil In Rich Puree",S & W Fine Foods  Inc.,,,United States,"Tomato puree, tomatoes, salt, oregano, basil, thyme, black pepper, anise, citric acid, calcium chloride.","en:e330,en:e509",Low,,https://images.openfoodfacts.org/images/products/001/119/436/5349/front_en.jpg
41497094639,Lowfat Yogurt With Other Natural Flavors,Weis,,,United States,"Cultured pasteurized grade a lowfat milk, sugar, corn syrup, modified cornstarch, kosher gelatin, natural flavors, citric acid, sodium citrate, potassium sorbate ( to maintain freshness) and annatto (color). contains active yogurt cultures with l.bulgaricus, s. thermophilus, bifidus, l. acidophilus, and l. casei cultures","en:e160b,en:e202,en:e330,en:e331,en:e428",Medium,,https://images.openfoodfacts.org/images/products/004/149/709/4639/front_en.jpg
35844145754,"Calnaturale, Svelte, Protein Shake, Spiced Chai",California Natural Products,,,United States,"Organic soymilk (filtered water, organic soybeans), organic rice syrup solids, organic dried cane syrup, organic inulin, vitamin & mineral blend (vitamin a palmitate, vitamin d2, vitamin b12, vitamin e, vitamin b2, calcium carbonate and zinc), organic bla","en:e101,en:e101i",Low,,https://images.openfoodfacts.org/images/products/003/584/414/5754/front_en.jpg
12511211356,Organic Raw Blue Agave Nectar,Wholesome,,,United States,Organic blue agave nectar (amber).,,Low,,https://images.openfoodfacts.org/images/products/001/251/121/1356/front_en.jpg
21130048892,Natural Swiss Emmentaler Cheese,"Lucerne,  Safeway  Inc.",,,United States,"Pasteurized part-skim milk, cheese culture, salt, enzymes.",,Low,,https://images.openfoodfacts.org/images/products/002/113/004/8892/front_en.jpg
19646005461,Organic Juice,Harmons Inc,,,United States,Pasteurized unfiltered cider from 100% certified organic apples.,,Low,,https://images.openfoodfacts.org/images/products/001/964/600/5461/front_en.jpg
32601089337,Organic Kit Garden Party Salad,Earthbound Farm Organic,,,United States,"Salad: organic baby lettuces (red & green romaine, red & green oak leaf, red leaf, lollo rosa, tango, butter lettuce) organic red & green chard, organic mizuna, organic arugula, organic radicchio, organic baby spinach, organic pak-choi, organic komatsuna, organic baby kale, organic baby tatsoi, organic baby mustard, organic baby tatsoi, organic baby mustard, organic baby collard, the ingredients in each package may vary. cheese: organic feta cheese (pasteurized organic milk, salt, cheese culture, enzymes), organic potato starch (to prevent caking). topping: organic roasted sunflower kernels, organic dried cranberries (organic cranberries, organic sugar, organic sunflower oil), organic wild dried blueberries (organic wild blueberries, organic dried cane syrup, organic sunflower oil). dressing: water, organic evaporated cane juice, organic red wine, vinegar, organic expeller pressed soy oil organic raspberry juice concentrate, organic balsamic vinegar (organic grape must, organic wine vinegar), organic white wine, organic apple juice concentrate salt, natural flavor, organic parmesan cheese (pasteurized organic cow's milk, salt, cheese culture, enzymes), cold pressed organic olive oil, organic dijon mustard (organic apple cider vinegar, water,organic mustard seed, salt, organic spices), organic onion, xanthan gum, organic basil, organic dehydrated garlic, organic spices, organic lemon juice concentrate, organic dehydrated red bell pepper.",en:e415,Low,,https://images.openfoodfacts.org/images/products/003/260/108/9337/front_en.jpg
13562491612,Organic Popcorn,Annie's,,,United States,"Best ingredients: organic popcorn, organic expeller-pressed sunflower oil, organic dried cheddar cheese (organic cultured pasteurized milk, salt, enzymes), organic whey, organic nonfat milk, salt, sodium phosphate.",en:e339,Low,,https://images.openfoodfacts.org/images/products/001/356/249/1612/front_en.jpg
41220908851,"H-E-B, Organics, Mushrooms Pasta Sauce","Central Market,  Central Market H-E-B",,,United States,"Organic diced tomatoes (tomatoes calcium chloride, citric acid), water, organic tomato paste, organic fresh mushrooms, organic fresh portobello mushrooms, organic canola oil, salt, organic fresh garlic, organic dried porcini mushrooms, organic dehydrated basil, organic dehydrated onion & organic black pepper.","en:e330,en:e509",Low,,https://images.openfoodfacts.org/images/products/004/122/090/8851/front_en.jpg
23923206038,"Organic, Organic Mini Waffles","Earth's Best,  Earth's Best Organic",,,United States,"Organic whole wheat flour, water, organic canola and/or organic soybean oil, organic evaporated cane syrup, contains 2% or less of: leavening (sodium acid pyrophosphate, sodium bicarbonate, monocalcium phosphate), organic wheat bran, organic pear juice concentrate, organic soy lecithin, organic flavor, sea salt, zinc sulphate, niacinamide, reduced iron, vitamin b12, riboflavin, pyridoxine hydrochloride, thiamin mononitrate, folic acid.","en:e101,en:e101i,en:e322,en:e322i,en:e341,en:e341i,en:e450,en:e500,en:e500ii",Low,,https://images.openfoodfacts.org/images/products/002/392/320/6038/front_en.jpg
11150001076,"Select, Gelato, Coconut Pineapple Swirl",Roundy's,,,United States,"Milk, pure cane sugar, fresh cream, coconut oil, dextrose, toasted coconut, glucose, natural flavors, cellulose gum, taragum, maltodextrin., pineapple swirl: pure cane sugar, filtered water, pineapple, glucose, dextrose, pectin, citric acid, natural flavors, cellulose gum, maltodextrin.","en:e330,en:e440,en:e440i,en:e466",Low,,https://images.openfoodfacts.org/images/products/001/115/000/1076/front_en.jpg
27568060871,Caramel Colored Chicken Breast,Tropical Cheese Industries Inc,,,United States,"Chicken, water, salt, potassium lactate, sugar, chicken flavor (chicken, salt, flavoring), sodium phosphates, sodium diacetate, sodium erythorbate, sodium nitrite, coated with: caramel color, sunflower oil, natural flavor.","en:e150a,en:e250,en:e262,en:e262ii,en:e316,en:e326,en:e339",Low,,https://images.openfoodfacts.org/images/products/002/756/806/0871/front_en.jpg
41420411229,"Organic, Candy Drops","Black Forest,  Ferrara Candy Company",,,United States,"Organic tapioca syrup, organic evaporated cane syrup, citric acid, natural flavors, fruit and vegetable juices added for color (grape, radish, apple, blackcurrant, beet).",en:e330,Low,,https://images.openfoodfacts.org/images/products/004/142/041/1229/front_en.jpg
41196138634,Organic Chicken Noodle Soup,Annie's,,,United States,"Chicken broth* (water, chicken stock*, sea salt), cooked chicken meat* (chicken meat*, water, corn starch*, soy protein concentrate*, sea salt, rosemary extract*), egg noodle* (water, semolina wheat*, whole egg*, egg white*), carrots*, celery*, corn starc",,Low,,https://images.openfoodfacts.org/images/products/004/119/613/8634/front_en.jpg
39047001312,Pure Butter Shortbread Triangles,Walkers,"Sugary snacks,Biscuits and cakes,Biscuits,fr:Sablés",,"France,United States","Farine de _blé_ (farine de _blé_, carbonate de calcium, fer, niocine, thiamine), beurre (_lait_) 31%, sucre, sel",en:e170,Low,,https://images.openfoodfacts.org/images/products/003/904/700/1312/front_en.jpg
34000722099,Sugar Free Spearmint Chews,Ice Breakers,,,United States,"Xylitol; maltitol syrup, mannitol; contains 2% or less of: cellulose gum; natural and artificial flavor; maltodextrin; maltitol; soy lecithin; artificial color (blue 1; yellow 5).","en:e102,en:e133,en:e322,en:e322i,en:e421,en:e466,en:e965,en:e965i,en:e965ii,en:e967",High,,https://images.openfoodfacts.org/images/products/003/400/072/2099/front_en.jpg
41415377431,Organic Ice Cream,Publix Super Markets  Inc.,,,United States,"Organic milk and organic cream, organic cane sugar, organic sea salt caramel [organic whole milk, organic tapioca starch, organic sugar, water, organic heavy cream (milk), organic butter {organic pasteurized cream (milk)}, organic palm kernel oil, sea sal",,Low,,https://images.openfoodfacts.org/images/products/004/141/537/7431/front_en.jpg
11150180535,Natural Light Popcorn,Roundy's,,,United States,"Popcorn, palm oil with preservative (tbhq), salt, potassium chloride.","en:e319,en:e508",Medium,,https://images.openfoodfacts.org/images/products/001/115/018/0535/front_en.jpg
31493082006,Organic Plain Bagels,Rudi's Organic Bakery,,,United States,"Organic wheat flour, water, organic white whole wheat flour, organic sugar, organic wheat gluten, organic whole wheat flour, organic oat flour, yeast, salt, organic oat fiber, organic high oleic sunflower oil, organic raisin juice concentrate, organic malted barley flour, guar gum, organic cultured wheat starch, organic corn meal, organic vinegar, citric acid, lactic acid, enzymes, ascorbic acid.","en:e270,en:e300,en:e330,en:e412",Low,,https://images.openfoodfacts.org/images/products/003/149/308/2006/front_en.jpg
20735112427,"All Natural Gelato, Peach Mango",Turkey Hill,,,United States,"Nonfat milk, cream, sugar, mango puree, natural flavors.",,Low,,https://images.openfoodfacts.org/images/products/002/073/511/2427/front_en.jpg
13562300129,"Organic Ancient Grains Elbows & White Cheddar, Macaroni & Cheese",Annie's,,,United States,"Organic ancient grains elbow macaroni (organic durum wheat, organic wheat, organic quinoa*, organic amaranth*, organic spelt*, organic kamut wheat*), organic cheddar cheese (organic cultured pasteurized milk, salt, non-animal enzymes), organic whey, salt,",,Low,,https://images.openfoodfacts.org/images/products/001/356/230/0129/front_en.jpg
22506165052,Organic Toasted Sesame Oil,Spectrum,,,United States,100% mechanically (expeller) pressed unrefined organic toasted sesame oil.,,Low,,https://images.openfoodfacts.org/images/products/002/250/616/5052/front_en.jpg
19063012769,"Purified Water Beverage, Natural Grape","Fruit2o,  Sunny Delight Beverages Company",,,United States,"Purified water, contains less than 2% of natural flavor, citric acid, sodium citrate, sucralose, sodium hexametaphosphate, potassium sorbate and sodium benzoate to protect flavor.","en:e330,en:e331,en:e955",Medium,,https://images.openfoodfacts.org/images/products/001/906/301/2769/front_en.jpg
25293003637,"Organic Delicious Almondmilk, Original Almond","Silk,  Wwf Operating Company",,,United States,"Organic almondmilk (filtered water, organic almonds), organic cane sugar, contains 2% or less of: vitamin & mineral blend (including calcium carbonate, vitamin e acetate, vitamin a palmitate, vitamin d2), sea salt, organic locust bean gum, gellan gum.","en:e170,en:e410,en:e418",Low,,https://images.openfoodfacts.org/images/products/002/529/300/3637/front_en.jpg
32601901868,Organic Half & Half Baby Spinach Bay Argula,"Earthbound Farm,  Earthbound Farm  Llc",,,United States,"Organic baby spinach, organic baby arugula.",,Low,,https://images.openfoodfacts.org/images/products/003/260/190/1868/front_en.jpg
15400196314,Organic Soy Beans,Natural Directions,,,United States,"Organic soy beans, water, sea salt.",,Low,,https://images.openfoodfacts.org/images/products/001/540/019/6314/front_en.jpg
41000119767,"Sugar Sweetened Iced Tea Mix, Raspberry Flavor With Other Natural Flavor","Lipton,  Unilever",,,United States,"Cane sugar, citric acid (provides tartness), instant tea powder, maltodextrin, silicon dioxide (prevents caking), natural flavor, red 40, yellow 6.","en:e110,en:e129,en:e330,en:e551",Medium,,https://images.openfoodfacts.org/images/products/004/100/011/9767/front_en.jpg
36800087040,Organic Tea,,,,United States,Ingredients: organic black tea organic oil of bergamot.,,Low,,https://images.openfoodfacts.org/images/products/003/680/008/7040/front_en.jpg
36800177413,Organic Vegetable Chicken Dinner For Babies,"Full Circle,  Topco",,,United States,"Water, organic potatoes, organic carrots, organic apple puree, organic chicken, organic celery, organic barley flour, organic peas.",,Low,,https://images.openfoodfacts.org/images/products/003/680/017/7413/front_en.jpg
31493060578,"Rudis Organic Bakery, Soft Wheat Kids Bread",The Hain Celestial Group  Inc.,,,United States,"Water, organic whole wheat flour, organic wheat flour, organic cane sugar, organic sunflower oil and/or organic safflower oil, yeast, organic potato flour, organic wheat gluten, organic wheat bran, sea salt, organic cultured wheat flour, organic oat flour",,Low,,https://images.openfoodfacts.org/images/products/003/149/306/0578/front_en.jpg
12993112035,Natural Mango Essenced Sparkling Water,La Croix,,,United States,"Carbonated water, natural flavor.",,Low,,https://images.openfoodfacts.org/images/products/001/299/311/2035/front_en.jpg
