code,ecs,claim_count,claims_found,claim_status
23923330641,0.625,5,this product is organic|this product is natural|this product is environmentally friendly|this product is healthy|this product is sustainable,ok
36800379428,0.5,4,this product is organic|this product is sustainable|this product is natural|this product is environmentally friendly,ok
11150895828,0.5,4,this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
11150949989,0.375,3,this product is natural|this product is pure and clean|this product is healthy,ok
12000029110,0.0,0,,ok
41390061400,0.75,6,this product is organic|this product is sustainable|this product is environmentally friendly|this product is healthy|this product is natural|this product is pure and clean,ok
11110790040,1.0,8,this product contains no artificial ingredients|this product is natural|this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is pure and clean|this product contains no preservatives,ok
11686,0.25,2,this product is sustainable|this product is environmentally friendly,ok
28189121415,0.75,6,this product is organic|this product is environmentally friendly|this product is sustainable|this product is pure and clean|this product is natural|this product is healthy,ok
23923206731,0.875,7,this product is environmentally friendly|this product is natural|this product is organic|this product is sustainable|this product is healthy|this product contains no artificial ingredients|this product is pure and clean,ok
19646001067,0.875,7,this product is organic|this product is natural|this product is environmentally friendly|this product is sustainable|this product is healthy|this product contains no artificial ingredients|this product is pure and clean,ok
37600105064,0.75,6,this product is natural|this product is environmentally friendly|this product is pure and clean|this product is healthy|this product is organic|this product is sustainable,ok
11213385389,0.25,2,this product is natural|this product is sustainable,ok
41000270512,0.0,0,,ok
41116001109,0.25,2,this product is environmentally friendly|this product is sustainable,ok
24182021677,0.625,5,this product is organic|this product is environmentally friendly|this product is natural|this product is sustainable|this product is healthy,ok
21908439686,0.625,5,this product is organic|this product is natural|this product is environmentally friendly|this product is sustainable|this product is healthy,ok
11535504895,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy|this product is pure and clean,ok
37323119072,0.625,5,this product is organic|this product is sustainable|this product is natural|this product is environmentally friendly|this product is healthy,ok
41268194186,0.5,4,this product is natural|this product is sustainable|this product is environmentally friendly|this product is healthy,ok
39217023069,0.5,4,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy,ok
26395763016,0.75,6,this product is organic|this product is natural|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is pure and clean,ok
11150511223,0.625,5,this product is organic|this product is environmentally friendly|this product is natural|this product is sustainable|this product is healthy,ok
36800056114,0.625,5,this product is organic|this product is environmentally friendly|this product is natural|this product is sustainable|this product is healthy,ok
16291442450,1.0,8,this product contains no artificial ingredients|this product is natural|this product is organic|this product is environmentally friendly|this product is pure and clean|this product is sustainable|this product is healthy|this product contains no preservatives,ok
37600516792,0.25,2,this product is natural|this product is environmentally friendly,ok
30034056063,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy|this product is pure and clean,ok
21130076741,0.875,7,this product contains no artificial ingredients|this product is pure and clean|this product is natural|this product is sustainable|this product is environmentally friendly|this product contains no preservatives|this product is organic,ok
36800097148,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is healthy|this product is sustainable|this product contains no artificial ingredients,ok
35826064431,0.125,1,this product is healthy,ok
11150544917,0.75,6,this product is environmentally friendly|this product is natural|this product is organic|this product is sustainable|this product is healthy|this product is pure and clean,ok
21724602295,0.25,2,this product is natural|this product is environmentally friendly,ok
41220846566,0.375,3,this product is natural|this product is sustainable|this product is organic,ok
41318190540,0.875,7,this product is natural|this product is pure and clean|this product is organic|this product is healthy|this product is environmentally friendly|this product contains no artificial ingredients|this product is sustainable,ok
36800403475,0.625,5,this product is environmentally friendly|this product is organic|this product is natural|this product is healthy|this product is sustainable,ok
20526012967,0.75,6,this product is environmentally friendly|this product is natural|this product is organic|this product is pure and clean|this product is healthy|this product is sustainable,ok
24126016691,0.125,1,this product is healthy,ok
20662005779,0.625,5,this product is healthy|this product is environmentally friendly|this product is organic|this product is sustainable|this product is natural,ok
21600103687,0.0,0,,ok
12000017117,0.0,0,,ok
36800426771,1.0,8,this product is environmentally friendly|this product is pure and clean|this product is sustainable|this product is healthy|this product is natural|this product is organic|this product contains no artificial ingredients|this product contains no preservatives,ok
23923900011,0.25,2,this product is organic|this product is environmentally friendly,ok
23991000149,1.0,8,this product is pure and clean|this product is natural|this product contains no artificial ingredients|this product is environmentally friendly|this product is healthy|this product is organic|this product is sustainable|this product contains no preservatives,ok
13609020492,0.5,4,this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
32601025465,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is natural|this product is healthy,ok
36800132009,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
13000570107,0.0,0,,ok
35826090058,0.375,3,this product is natural|this product is sustainable|this product is environmentally friendly,ok
36800422643,0.375,3,this product is organic|this product is environmentally friendly|this product is sustainable,ok
37842041540,0.5,4,this product is organic|this product is natural|this product is environmentally friendly|this product is sustainable,ok
36800107946,0.875,7,this product is environmentally friendly|this product is organic|this product is healthy|this product is natural|this product is sustainable|this product is pure and clean|this product contains no artificial ingredients,ok
30684017919,0.0,0,,ok
21908965161,1.0,8,this product is environmentally friendly|this product is organic|this product contains no artificial ingredients|this product is natural|this product is healthy|this product is pure and clean|this product is sustainable|this product contains no preservatives,ok
23923330023,1.0,8,this product contains no artificial ingredients|this product is environmentally friendly|this product is pure and clean|this product is healthy|this product is organic|this product is natural|this product is sustainable|this product contains no preservatives,ok
21718412787,0.75,6,this product contains no artificial ingredients|this product is natural|this product is organic|this product is healthy|this product is environmentally friendly|this product is sustainable,ok
41268132065,0.0,0,,ok
11150982856,0.25,2,this product is organic|this product is environmentally friendly,ok
11110586452,0.625,5,this product is natural|this product is environmentally friendly|this product is healthy|this product is sustainable|this product is organic,ok
11150982580,1.0,8,this product is environmentally friendly|this product is natural|this product contains no artificial ingredients|this product is organic|this product is healthy|this product is sustainable|this product is pure and clean|this product contains no preservatives,ok
41000022531,0.0,0,,ok
37600735803,0.75,6,this product contains no preservatives|this product contains no artificial ingredients|this product is natural|this product is sustainable|this product is environmentally friendly|this product is healthy,ok
39978003416,1.0,8,this product is organic|this product is natural|this product is environmentally friendly|this product contains no artificial ingredients|this product is pure and clean|this product is sustainable|this product is healthy|this product contains no preservatives,ok
41483035936,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy|this product is pure and clean,ok
24182000887,0.75,6,this product is environmentally friendly|this product is natural|this product is organic|this product is sustainable|this product is healthy|this product is pure and clean,ok
25317006941,0.5,4,this product is organic|this product is sustainable|this product is environmentally friendly|this product is healthy,ok
41318210453,0.75,6,this product is natural|this product is environmentally friendly|this product is organic|this product is pure and clean|this product is healthy|this product is sustainable,ok
39400017318,0.625,5,this product is organic|this product is natural|this product is sustainable|this product is environmentally friendly|this product is healthy,ok
39494111947,0.25,2,this product is natural|this product is organic,ok
13562300693,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
41224723108,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is healthy|this product is sustainable|this product is pure and clean,ok
32601902902,0.625,5,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy,ok
16291442726,1.0,8,this product is environmentally friendly|this product is natural|this product is organic|this product contains no artificial ingredients|this product is pure and clean|this product is sustainable|this product is healthy|this product contains no preservatives,ok
15400196222,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy|this product is pure and clean,ok
11835259457,0.875,7,this product is environmentally friendly|this product is natural|this product is organic|this product is sustainable|this product is pure and clean|this product is healthy|this product contains no artificial ingredients,ok
22852417034,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
13562492886,0.75,6,this product is environmentally friendly|this product is organic|this product is healthy|this product is natural|this product is sustainable|this product is pure and clean,ok
41000731488,0.0,0,,ok
41449403267,0.0,0,,ok
14321621059,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is healthy|this product is sustainable|this product is pure and clean,ok
29737007397,0.25,2,this product is environmentally friendly|this product is healthy,ok
36800043930,0.375,3,this product is natural|this product is sustainable|this product is environmentally friendly,ok
22099055679,1.0,8,this product is environmentally friendly|this product is natural|this product is pure and clean|this product contains no artificial ingredients|this product is healthy|this product is sustainable|this product is organic|this product contains no preservatives,ok
37600255707,0.875,7,this product is healthy|this product is natural|this product is environmentally friendly|this product is organic|this product is sustainable|this product is pure and clean|this product contains no artificial ingredients,ok
12000616204,0.0,0,,ok
41331049900,0.0,0,,ok
22506131057,0.75,6,this product contains no artificial ingredients|this product is natural|this product is sustainable|this product is environmentally friendly|this product is pure and clean|this product is organic,ok
31493061452,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
38584,0.875,7,this product is natural|this product is organic|this product is environmentally friendly|this product is healthy|this product is sustainable|this product contains no artificial ingredients|this product is pure and clean,ok
27958211012,0.375,3,this product is pure and clean|this product is environmentally friendly|this product is sustainable,ok
32601951139,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
32601902872,0.875,7,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy|this product is pure and clean|this product contains no artificial ingredients,ok
41415107083,0.625,5,this product is environmentally friendly|this product is organic|this product is sustainable|this product is healthy|this product is natural,ok
20526012196,0.75,6,this product is organic|this product is environmentally friendly|this product is natural|this product is sustainable|this product is pure and clean|this product is healthy,ok
32251225710,0.0,0,,ok
38794994403,0.25,2,this product is healthy|this product is natural,ok
2983542515,0.875,7,this product is pure and clean|this product is sustainable|this product is healthy|this product contains no artificial ingredients|this product is environmentally friendly|this product is natural|this product contains no preservatives,ok
41497096237,1.0,8,this product is natural|this product contains no artificial ingredients|this product is pure and clean|this product is organic|this product is sustainable|this product is healthy|this product contains no preservatives|this product is environmentally friendly,ok
11535505663,0.875,7,this product is environmentally friendly|this product is organic|this product contains no artificial ingredients|this product is sustainable|this product is natural|this product is pure and clean|this product is healthy,ok
20662005854,0.5,4,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy,ok
16571952105,0.0,0,,ok
25583004115,0.0,0,,ok
36800405479,0.125,1,this product is environmentally friendly,ok
13764027084,0.5,4,this product is environmentally friendly|this product is sustainable|this product is organic|this product is healthy,ok
11150950374,0.375,3,this product is natural|this product is healthy|this product is environmentally friendly,ok
12000012792,0.0,0,,ok
23923400542,0.75,6,this product is organic|this product is environmentally friendly|this product is natural|this product is sustainable|this product is healthy|this product is pure and clean,ok
11110786715,0.875,7,this product is natural|this product contains no artificial ingredients|this product is organic|this product is healthy|this product is sustainable|this product is pure and clean|this product is environmentally friendly,ok
30223006329,0.875,7,this product is environmentally friendly|this product is sustainable|this product is natural|this product is organic|this product is healthy|this product contains no artificial ingredients|this product is pure and clean,ok
25317005890,0.5,4,this product contains no artificial ingredients|this product is pure and clean|this product is natural|this product contains no preservatives,ok
36800164499,0.5,4,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy,ok
11111119031,0.875,7,this product is environmentally friendly|this product is organic|this product contains no artificial ingredients|this product is natural|this product is sustainable|this product is healthy|this product is pure and clean,ok
34700012193,1.0,8,this product contains no artificial ingredients|this product is healthy|this product is natural|this product is environmentally friendly|this product is pure and clean|this product is organic|this product is sustainable|this product contains no preservatives,ok
21908450131,0.625,5,this product is organic|this product is natural|this product is environmentally friendly|this product is sustainable|this product is healthy,ok
11150982610,0.625,5,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy,ok
375313,0.875,7,this product is environmentally friendly|this product is natural|this product is organic|this product is pure and clean|this product is healthy|this product is sustainable|this product contains no artificial ingredients,ok
25400058970,0.5,4,this product is natural|this product is environmentally friendly|this product is sustainable|this product contains no artificial ingredients,ok
24126013249,0.0,0,,ok
41303014165,0.625,5,this product is natural|this product is organic|this product is healthy|this product is environmentally friendly|this product is sustainable,ok
31200039439,0.125,1,this product is environmentally friendly,ok
22506421370,0.75,6,this product is organic|this product is natural|this product contains no artificial ingredients|this product is healthy|this product is environmentally friendly|this product is sustainable,ok
41220021857,0.875,7,this product is environmentally friendly|this product is organic|this product contains no artificial ingredients|this product is natural|this product is pure and clean|this product is sustainable|this product is healthy,ok
32601900526,0.625,5,this product is organic|this product is sustainable|this product is environmentally friendly|this product is healthy|this product is natural,ok
23923206571,0.25,2,this product is environmentally friendly|this product is healthy,ok
22506002487,0.75,6,this product is organic|this product is natural|this product contains no artificial ingredients|this product is environmentally friendly|this product is sustainable|this product is healthy,ok
39631000417,1.0,8,this product contains no preservatives|this product contains no artificial ingredients|this product is organic|this product is pure and clean|this product is natural|this product is environmentally friendly|this product is sustainable|this product is healthy,ok
24182111514,0.875,7,this product is environmentally friendly|this product is organic|this product is natural|this product contains no artificial ingredients|this product is sustainable|this product is pure and clean|this product is healthy,ok
13764027602,0.75,6,this product is organic|this product is sustainable|this product is environmentally friendly|this product is natural|this product is healthy|this product is pure and clean,ok
21908407739,0.625,5,this product is organic|this product is natural|this product is environmentally friendly|this product is healthy|this product is sustainable,ok
32601902674,0.25,2,this product is sustainable|this product is environmentally friendly,ok
15532100968,0.875,7,this product is sustainable|this product is environmentally friendly|this product is organic|this product is natural|this product contains no artificial ingredients|this product is healthy|this product is pure and clean,ok
23923100442,0.5,4,this product is organic|this product is environmentally friendly|this product is healthy|this product is natural,ok
41000022661,0.0,0,,ok
12000024542,0.0,0,,ok
35826087522,0.0,0,,ok
24182002225,0.625,5,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy,ok
20662005809,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
25293600737,0.875,7,this product is organic|this product is natural|this product is healthy|this product is sustainable|this product is environmentally friendly|this product is pure and clean|this product contains no artificial ingredients,ok
22014640201,1.0,8,this product is environmentally friendly|this product contains no artificial ingredients|this product is pure and clean|this product is sustainable|this product is organic|this product is natural|this product is healthy|this product contains no preservatives,ok
25400564037,0.875,7,this product is natural|this product contains no artificial ingredients|this product is organic|this product is pure and clean|this product is healthy|this product is environmentally friendly|this product is sustainable,ok
15400118156,0.875,7,this product is organic|this product is environmentally friendly|this product contains no artificial ingredients|this product is sustainable|this product is natural|this product is pure and clean|this product is healthy,ok
36800422841,0.625,5,this product is organic|this product is environmentally friendly|this product is natural|this product is sustainable|this product is healthy,ok
21908455518,1.0,8,this product is environmentally friendly|this product is organic|this product is natural|this product is healthy|this product is sustainable|this product contains no artificial ingredients|this product is pure and clean|this product contains no preservatives,ok
32601902810,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
11110612380,0.0,0,,ok
11213384306,0.875,7,this product is natural|this product contains no artificial ingredients|this product is organic|this product is healthy|this product is environmentally friendly|this product is pure and clean|this product is sustainable,ok
23923900028,0.25,2,this product is organic|this product is healthy,ok
16291442368,1.0,8,this product is environmentally friendly|this product contains no artificial ingredients|this product is natural|this product is organic|this product is sustainable|this product is pure and clean|this product is healthy|this product contains no preservatives,ok
16291442566,1.0,8,this product is environmentally friendly|this product contains no artificial ingredients|this product is natural|this product is organic|this product is pure and clean|this product is sustainable|this product is healthy|this product contains no preservatives,ok
24000551171,0.125,1,this product is natural,ok
41190459520,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is healthy|this product is sustainable|this product is pure and clean,ok
11150982924,0.5,4,this product is environmentally friendly|this product is healthy|this product is organic|this product is sustainable,ok
37014000245,0.25,2,this product is environmentally friendly|this product is sustainable,ok
34538857652,0.625,5,this product is environmentally friendly|this product is organic|this product is sustainable|this product is natural|this product is healthy,ok
15400108065,0.875,7,this product is natural|this product is organic|this product contains no artificial ingredients|this product is environmentally friendly|this product is healthy|this product is pure and clean|this product is sustainable,ok
41000072383,0.0,0,,ok
41000022982,0.0,0,,ok
11150110518,0.5,4,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy,ok
11213515236,0.125,1,this product is environmentally friendly,ok
41220974917,0.125,1,this product is environmentally friendly,ok
36800426528,0.5,4,this product is organic|this product is environmentally friendly|this product is natural|this product is sustainable,ok
11150982719,0.625,5,this product is environmentally friendly|this product is organic|this product is sustainable|this product is natural|this product is healthy,ok
25317005500,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is natural,ok
39047001060,0.75,6,this product is natural|this product is pure and clean|this product is healthy|this product contains no artificial ingredients|this product is sustainable|this product is organic,ok
409780,0.0,0,,ok
13562001262,0.625,5,this product is organic|this product is natural|this product is environmentally friendly|this product is healthy|this product is sustainable,ok
176828,0.25,2,this product is sustainable|this product is environmentally friendly,ok
41387005011,0.5,4,this product is environmentally friendly|this product is sustainable|this product is healthy|this product is pure and clean,ok
11213024790,0.75,6,this product is natural|this product is pure and clean|this product contains no artificial ingredients|this product is healthy|this product is sustainable|this product is environmentally friendly,ok
11110868701,0.875,7,this product is environmentally friendly|this product is healthy|this product is natural|this product is pure and clean|this product is organic|this product contains no artificial ingredients|this product is sustainable,ok
34500641296,0.75,6,this product is natural|this product is environmentally friendly|this product is pure and clean|this product is healthy|this product is organic|this product is sustainable,ok
41220906710,0.5,4,this product is natural|this product is environmentally friendly|this product is sustainable|this product is organic,ok
41116101106,0.25,2,this product is environmentally friendly|this product is sustainable,ok
16571910372,0.0,0,,ok
13971000214,1.0,8,this product is environmentally friendly|this product is natural|this product contains no artificial ingredients|this product is organic|this product is sustainable|this product is healthy|this product is pure and clean|this product contains no preservatives,ok
20601407732,0.75,6,this product is environmentally friendly|this product is organic|this product is sustainable|this product is natural|this product is healthy|this product is pure and clean,ok
41000054136,0.0,0,,ok
41000119217,0.0,0,,ok
41268166756,0.875,7,this product is natural|this product contains no artificial ingredients|this product is organic|this product is healthy|this product is environmentally friendly|this product is pure and clean|this product is sustainable,ok
15400191586,0.75,6,this product is organic|this product is environmentally friendly|this product is sustainable|this product is healthy|this product is pure and clean|this product is natural,ok
13764027169,0.625,5,this product is organic|this product is environmentally friendly|this product is natural|this product is sustainable|this product is healthy,ok
41000346491,0.0,0,,ok
22506002401,1.0,8,this product is environmentally friendly|this product is natural|this product is organic|this product is sustainable|this product is healthy|this product contains no artificial ingredients|this product is pure and clean|this product contains no preservatives,ok
36800049802,1.0,8,this product is environmentally friendly|this product is sustainable|this product is natural|this product is healthy|this product is pure and clean|this product is organic|this product contains no artificial ingredients|this product contains no preservatives,ok
20601407763,0.625,5,this product is natural|this product is healthy|this product is pure and clean|this product is environmentally friendly|this product is sustainable,ok
11150982443,0.75,6,this product is environmentally friendly|this product is natural|this product is organic|this product is sustainable|this product is healthy|this product is pure and clean,ok
23923200135,0.75,6,this product is environmentally friendly|this product is organic|this product is natural|this product is sustainable|this product is healthy|this product is pure and clean,ok
24000507857,0.125,1,this product is natural,ok
41420212949,0.5,4,this product is environmentally friendly|this product is sustainable|this product is organic|this product is healthy,ok
35826541437,0.875,7,this product is natural|this product contains no artificial ingredients|this product is healthy|this product is pure and clean|this product is environmentally friendly|this product is sustainable|this product is organic,ok
41497096282,0.875,7,this product is natural|this product contains no artificial ingredients|this product is pure and clean|this product is organic|this product is sustainable|this product is healthy|this product is environmentally friendly,ok
41268141753,0.375,3,this product is natural|this product is environmentally friendly|this product is healthy,ok
11384016365,0.5,4,this product is organic|this product is sustainable|this product is environmentally friendly|this product is healthy,ok
41271004977,0.0,0,,ok
30034096229,1.0,8,this product contains no artificial ingredients|this product is environmentally friendly|this product is natural|this product is organic|this product is pure and clean|this product is sustainable|this product is healthy|this product contains no preservatives,ok
38119,1.0,8,this product is organic|this product is environmentally friendly|this product is natural|this product is pure and clean|this product contains no artificial ingredients|this product is sustainable|this product is healthy|this product contains no preservatives,ok
15400196369,0.625,5,this product is organic|this product is environmentally friendly|this product is sustainable|this product is natural|this product is healthy,ok
32601900458,0.625,5,this product is organic|this product is sustainable|this product is environmentally friendly|this product is healthy|this product is natural,ok
36800137134,0.75,6,this product is environmentally friendly|this product is natural|this product is organic|this product is healthy|this product is sustainable|this product is pure and clean,ok
11110854131,0.0,0,,ok
37600455305,0.625,5,this product is natural|this product is healthy|this product is environmentally friendly|this product is sustainable|this product is organic,ok
28744600041,0.875,7,this product contains no artificial ingredients|this product is natural|this product is environmentally friendly|this product is healthy|this product is organic|this product is sustainable|this product contains no preservatives,ok
41220987269,0.5,4,this product is environmentally friendly|this product is sustainable|this product is organic|this product is healthy,ok
36800383142,1.0,8,this product is environmentally friendly|this product is pure and clean|this product is sustainable|this product is healthy|this product is natural|this product is organic|this product contains no artificial ingredients|this product contains no preservatives,ok
41250884767,0.875,7,this product is pure and clean|this product contains no artificial ingredients|this product is healthy|this product is natural|this product is sustainable|this product is environmentally friendly|this product contains no preservatives,ok
26395783168,0.75,6,this product is organic|this product is pure and clean|this product is natural|this product is environmentally friendly|this product is healthy|this product is sustainable,ok
19646005430,1.0,8,this product is environmentally friendly|this product contains no artificial ingredients|this product is sustainable|this product is natural|this product is healthy|this product is pure and clean|this product is organic|this product contains no preservatives,ok
11110913425,0.25,2,this product is sustainable|this product is environmentally friendly,ok
12511891671,0.375,3,this product is organic|this product is sustainable|this product is environmentally friendly,ok
16741431119,0.0,0,,ok
21130048922,0.875,7,this product is natural|this product contains no artificial ingredients|this product is organic|this product is healthy|this product is pure and clean|this product is sustainable|this product is environmentally friendly,ok
17869777257,0.0,0,,ok
36800332553,0.875,7,this product is environmentally friendly|this product is organic|this product is healthy|this product is natural|this product is sustainable|this product is pure and clean|this product contains no artificial ingredients,ok
41268166718,0.875,7,this product is natural|this product contains no artificial ingredients|this product is organic|this product is healthy|this product is environmentally friendly|this product is pure and clean|this product is sustainable,ok
24182000702,0.875,7,this product is environmentally friendly|this product is natural|this product is organic|this product is pure and clean|this product is sustainable|this product is healthy|this product contains no artificial ingredients,ok
